,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,duke,madame,marchioness,marquis
1225,,,,12022,30,13.550926350097214,Category,,,,,,,Feature,,,,,,,,,,Subject
1226,,,,12012,40,0.6353267797268294,Category,,,,,,,Feature,,,,,,,,,,Subject
1227,,,,12002,50,0.041220296865516204,Category,,,,,,,Feature,,,,,,,,,,Subject
1228,,,,11992,60,0.007501060073845583,Category,,,,,,,Feature,,,,,,,,,,Subject
1229,,,,11982,70,0.0025022793769253933,Category,,,,,,,Feature,,,,,,,,,,Subject
1230,,,,12051,1,0.013001339177218976,Category,,,,,,,,Feature,,,,,,,,,Subject
1231,,,,12047,5,0.06500596651354103,Category,,,,,,,,Feature,,,,,,,,,Subject
1232,,,,12042,10,0.12811704408708174,Category,,,,,,,,Feature,,,,,,,,,Subject
1233,,,,12037,15,0.18839359329431693,Category,,,,,,,,Feature,,,,,,,,,Subject
1234,,,,12032,20,0.24851708318849663,Category,,,,,,,,Feature,,,,,,,,,Subject
1235,,,,12022,30,0.3635856205616199,Category,,,,,,,,Feature,,,,,,,,,Subject
1236,,,,12012,40,0.4240574176278493,Category,,,,,,,,Feature,,,,,,,,,Subject
1237,,,,12002,50,0.44863667610995445,Category,,,,,,,,Feature,,,,,,,,,Subject
1238,,,,11992,60,0.46051422153174393,Category,,,,,,,,Feature,,,,,,,,,Subject
1239,,,,11982,70,0.4656943128570507,Category,,,,,,,,Feature,,,,,,,,,Subject
1240,,,,12051,1,0.018481925772388202,Category,,,,,,,,,Feature,,,,,,,,Subject
1241,,,,12047,5,0.08648244393276419,Category,,,,,,,,,Feature,,,,,,,,Subject
1242,,,,12042,10,0.16828622450819702,Category,,,,,,,,,Feature,,,,,,,,Subject
1243,,,,12037,15,0.24892533721442311,Category,,,,,,,,,Feature,,,,,,,,Subject
1244,,,,12032,20,0.3244887327071217,Category,,,,,,,,,Feature,,,,,,,,Subject
1245,,,,12022,30,0.46951058663906864,Category,,,,,,,,,Feature,,,,,,,,Subject
1246,,,,12012,40,0.5364917444408941,Category,,,,,,,,,Feature,,,,,,,,Subject
1247,,,,12002,50,0.5723541921933375,Category,,,,,,,,,Feature,,,,,,,,Subject
1248,,,,11992,60,0.6068850379965645,Category,,,,,,,,,Feature,,,,,,,,Subject
1249,,,,11982,70,0.6180951231258462,Category,,,,,,,,,Feature,,,,,,,,Subject
1250,,,,12051,1,0.027255434297715275,Category,,,,,,,,,,Feature,,,,,,,Subject
1251,,,,12047,5,0.13300901337562732,Category,,,,,,,,,,Feature,,,,,,,Subject
1252,,,,12042,10,0.2602791768732223,Category,,,,,,,,,,Feature,,,,,,,Subject
1253,,,,12037,15,0.38586250469811334,Category,,,,,,,,,,Feature,,,,,,,Subject
1254,,,,12032,20,0.5086727341372498,Category,,,,,,,,,,Feature,,,,,,,Subject
1255,,,,12022,30,0.7480556678418062,Category,,,,,,,,,,Feature,,,,,,,Subject
1256,,,,12012,40,0.8782306632566375,Category,,,,,,,,,,Feature,,,,,,,Subject
1257,,,,12002,50,0.9409441535228739,Category,,,,,,,,,,Feature,,,,,,,Subject
1258,,,,11992,60,0.9871683369592011,Category,,,,,,,,,,Feature,,,,,,,Subject
1259,,,,11982,70,0.9999350225328156,Category,,,,,,,,,,Feature,,,,,,,Subject
1260,,,,12051,1,0.2854974118197434,Category,,,,,,,,,,,Feature,,,,,,Subject
1261,,,,12047,5,1.4260495306010312,Category,,,,,,,,,,,Feature,,,,,,Subject
1262,,,,12042,10,2.838703948908689,Category,,,,,,,,,,,Feature,,,,,,Subject
1263,,,,12037,15,4.208160380028599,Category,,,,,,,,,,,Feature,,,,,,Subject
1264,,,,12032,20,5.513039702780661,Category,,,,,,,,,,,Feature,,,,,,Subject
1265,,,,12022,30,7.84985028949566,Category,,,,,,,,,,,Feature,,,,,,Subject
1266,,,,12012,40,5.925953978995232,Category,,,,,,,,,,,Feature,,,,,,Subject
1267,,,,12002,50,3.8858502593504283,Category,,,,,,,,,,,Feature,,,,,,Subject
1268,,,,11992,60,2.4992076260017346,Category,,,,,,,,,,,Feature,,,,,,Subject
1269,,,,11982,70,2.0889341971527795,Category,,,,,,,,,,,Feature,,,,,,Subject
1270,,,,12051,1,0.34560249614242045,,Feature,,,,,,,,,,,Category,,,,,Subject
1271,,,,12047,5,1.7254052232555661,,Feature,,,,,,,,,,,Category,,,,,Subject
1272,,,,12042,10,3.4249961803648787,,Feature,,,,,,,,,,,Category,,,,,Subject
1273,,,,12037,15,5.05764685975897,,Feature,,,,,,,,,,,Category,,,,,Subject
1274,,,,12032,20,6.569128171758134,,Feature,,,,,,,,,,,Category,,,,,Subject
1275,,,,12022,30,9.015089517854069,,Feature,,,,,,,,,,,Category,,,,,Subject
1276,,,,12012,40,5.884735911871526,,Feature,,,,,,,,,,,Category,,,,,Subject
1277,,,,12002,50,3.5133538089485494,,Feature,,,,,,,,,,,Category,,,,,Subject
1278,,,,11992,60,2.18616856160655,,Feature,,,,,,,,,,,Category,,,,,Subject
1279,,,,11982,70,1.799456620819306,,Feature,,,,,,,,,,,Category,,,,,Subject
1280,,,,12051,1,0.4125956440766786,,,Feature,,,,,,,,,,Category,,,,,Subject
1281,,,,12047,5,2.060712125660766,,,Feature,,,,,,,,,,Category,,,,,Subject
1282,,,,12042,10,4.089882938884259,,,Feature,,,,,,,,,,Category,,,,,Subject
1283,,,,12037,15,6.015063014919772,,,Feature,,,,,,,,,,Category,,,,,Subject
1284,,,,12032,20,7.738809230938244,,,Feature,,,,,,,,,,Category,,,,,Subject
1285,,,,12022,30,10.353709563711357,,,Feature,,,,,,,,,,Category,,,,,Subject
1286,,,,12012,40,5.610456096833689,,,Feature,,,,,,,,,,Category,,,,,Subject
1287,,,,12002,50,2.7148970042493197,,,Feature,,,,,,,,,,Category,,,,,Subject
1288,,,,11992,60,1.4574672889262974,,,Feature,,,,,,,,,,Category,,,,,Subject
1289,,,,11982,70,1.1384811834634299,,,Feature,,,,,,,,,,Category,,,,,Subject
1290,,,,12051,1,0.8500497694889528,,,,Feature,,,,,,,,,Category,,,,,Subject
1291,,,,12047,5,4.243779603081601,,,,Feature,,,,,,,,,Category,,,,,Subject
1292,,,,12042,10,8.423649442210808,,,,Feature,,,,,,,,,Category,,,,,Subject
1293,,,,12037,15,11.725066272483012,,,,Feature,,,,,,,,,Category,,,,,Subject
1294,,,,12032,20,13.089050681575989,,,,Feature,,,,,,,,,Category,,,,,Subject
1295,,,,12022,30,13.524840736762743,,,,Feature,,,,,,,,,Category,,,,,Subject
1296,,,,12012,40,1.230801755293252,,,,Feature,,,,,,,,,Category,,,,,Subject
1297,,,,12002,50,0.16356750434098458,,,,Feature,,,,,,,,,Category,,,,,Subject
1298,,,,11992,60,0.015001758811747689,,,,Feature,,,,,,,,,Category,,,,,Subject
1299,,,,11982,70,0.003753403990031899,,,,Feature,,,,,,,,,Category,,,,,Subject
1300,,,,12051,1,0.011365575557510275,,,,,Feature,,,,,,,,Category,,,,,Subject
1301,,,,12047,5,0.05373002867917058,,,,,Feature,,,,,,,,Category,,,,,Subject
1302,,,,12042,10,0.10380402702080399,,,,,Feature,,,,,,,,Category,,,,,Subject
1303,,,,12037,15,0.151693206743211,,,,,Feature,,,,,,,,Category,,,,,Subject
1304,,,,12032,20,0.19859885943563402,,,,,Feature,,,,,,,,Category,,,,,Subject
1305,,,,12022,30,0.2889822139407644,,,,,Feature,,,,,,,,Category,,,,,Subject
1306,,,,12012,40,0.3426386057955958,,,,,Feature,,,,,,,,Category,,,,,Subject
1307,,,,12002,50,0.3824220248519955,,,,,Feature,,,,,,,,Category,,,,,Subject
1308,,,,11992,60,0.4208494546461617,,,,,Feature,,,,,,,,Category,,,,,Subject
1309,,,,11982,70,0.43550702501821675,,,,,Feature,,,,,,,,Category,,,,,Subject
1310,,,,12051,1,0.9512520327103098,,,,,,Feature,,,,,,,Category,,,,,Subject
1311,,,,12047,5,4.73215444252993,,,,,,Feature,,,,,,,Category,,,,,Subject
1312,,,,12042,10,9.387736214650333,,,,,,Feature,,,,,,,Category,,,,,Subject
1313,,,,12037,15,12.691036797011668,,,,,,Feature,,,,,,,Category,,,,,Subject
1314,,,,12032,20,13.43057390597949,,,,,,Feature,,,,,,,Category,,,,,Subject
1315,,,,12022,30,13.551092711767485,,,,,,Feature,,,,,,,Category,,,,,Subject
1316,,,,12012,40,0.6253815291329475,,,,,,Feature,,,,,,,Category,,,,,Subject
1317,,,,12002,50,0.047464843049437634,,,,,,Feature,,,,,,,Category,,,,,Subject
1318,,,,11992,60,0.007501060073845583,,,,,,Feature,,,,,,,Category,,,,,Subject
1319,,,,11982,70,0.0025022793769253933,,,,,,Feature,,,,,,,Category,,,,,Subject
1320,,,,12051,1,0.9734466364229204,,,,,,,Feature,,,,,,Category,,,,,Subject
1321,,,,12047,5,4.834461747523787,,,,,,,Feature,,,,,,Category,,,,,Subject
1322,,,,12042,10,9.586181561353015,,,,,,,Feature,,,,,,Category,,,,,Subject
1323,,,,12037,15,12.87731353400858,,,,,,,Feature,,,,,,Category,,,,,Subject
1324,,,,12032,20,13.485595985026585,,,,,,,Feature,,,,,,Category,,,,,Subject
1325,,,,12022,30,13.55175815844857,,,,,,,Feature,,,,,,Category,,,,,Subject
1326,,,,12012,40,0.5321123893299528,,,,,,,Feature,,,,,,Category,,,,,Subject
1327,,,,12002,50,0.027481411625314638,,,,,,,Feature,,,,,,Category,,,,,Subject
1328,,,,11992,60,0.007501060073845583,,,,,,,Feature,,,,,,Category,,,,,Subject
1329,,,,11982,70,0.0025022793769253933,,,,,,,Feature,,,,,,Category,,,,,Subject
1330,,,,12051,1,0.33201977456873627,,,,,,,,Feature,,,,,Category,,,,,Subject
1331,,,,12047,5,1.657097069708263,,,,,,,,Feature,,,,,Category,,,,,Subject
1332,,,,12042,10,3.290382173442718,,,,,,,,Feature,,,,,Category,,,,,Subject
1333,,,,12037,15,4.847475266617463,,,,,,,,Feature,,,,,Category,,,,,Subject
1334,,,,12032,20,6.26488989552912,,,,,,,,Feature,,,,,Category,,,,,Subject
1335,,,,12022,30,8.60833396947957,,,,,,,,Feature,,,,,Category,,,,,Subject
1336,,,,12012,40,5.730868911426464,,,,,,,,Feature,,,,,Category,,,,,Subject
1337,,,,12002,50,3.5691642288335554,,,,,,,,Feature,,,,,Category,,,,,Subject
1338,,,,11992,60,2.28036386359839,,,,,,,,Feature,,,,,Category,,,,,Subject
1339,,,,11982,70,1.894053756593572,,,,,,,,Feature,,,,,Category,,,,,Subject
1340,,,,12051,1,0.2388421667618521,,,,,,,,,Feature,,,,Category,,,,,Subject
1341,,,,12047,5,1.189308720781142,,,,,,,,,Feature,,,,Category,,,,,Subject
1342,,,,12042,10,2.3622195800766357,,,,,,,,,Feature,,,,Category,,,,,Subject
1343,,,,12037,15,3.5038191575661086,,,,,,,,,Feature,,,,Category,,,,,Subject
1344,,,,12032,20,4.582105454791839,,,,,,,,,Feature,,,,Category,,,,,Subject
1345,,,,12022,30,6.493874940873118,,,,,,,,,Feature,,,,Category,,,,,Subject
1346,,,,12012,40,5.372163355359039,,,,,,,,,Feature,,,,Category,,,,,Subject
1347,,,,12002,50,3.9962360627782196,,,,,,,,,Feature,,,,Category,,,,,Subject
1348,,,,11992,60,3.082895211934597,,,,,,,,,Feature,,,,Category,,,,,Subject
1349,,,,11982,70,2.7758615654139516,,,,,,,,,Feature,,,,Category,,,,,Subject
1350,,,,12051,1,0.009689680066515797,,,,,,,,,,Feature,,,Category,,,,,Subject
1351,,,,12047,5,0.0470413448008173,,,,,,,,,,Feature,,,Category,,,,,Subject
1352,,,,12042,10,0.09311034484827839,,,,,,,,,,Feature,,,Category,,,,,Subject
1353,,,,12037,15,0.13919279220033445,,,,,,,,,,Feature,,,Category,,,,,Subject
1354,,,,12032,20,0.18430509330719874,,,,,,,,,,Feature,,,Category,,,,,Subject
1355,,,,12022,30,0.2693818101891549,,,,,,,,,,Feature,,,Category,,,,,Subject
1356,,,,12012,40,0.31534846443940084,,,,,,,,,,Feature,,,Category,,,,,Subject
1357,,,,12002,50,0.33768514211985984,,,,,,,,,,Feature,,,Category,,,,,Subject
1358,,,,11992,60,0.3588689689733954,,,,,,,,,,Feature,,,Category,,,,,Subject
1359,,,,11982,70,0.36807530834944413,,,,,,,,,,Feature,,,Category,,,,,Subject
1360,,,,12051,1,0.44946680749326284,,,,,,,,,,,Feature,,Category,,,,,Subject
1361,,,,12047,5,2.2461157936334857,,,,,,,,,,,Feature,,Category,,,,,Subject
1362,,,,12042,10,4.463984217113907,,,,,,,,,,,Feature,,Category,,,,,Subject
1363,,,,12037,15,6.566474807660519,,,,,,,,,,,Feature,,Category,,,,,Subject
1364,,,,12032,20,8.433096202886116,,,,,,,,,,,Feature,,Category,,,,,Subject
1365,,,,12022,30,11.166515724271793,,,,,,,,,,,Feature,,Category,,,,,Subject
1366,,,,12012,40,5.3435678128891215,,,,,,,,,,,Feature,,Category,,,,,Subject
1367,,,,12002,50,2.180043021802292,,,,,,,,,,,Feature,,Category,,,,,Subject
1368,,,,11992,60,0.9902520311580131,,,,,,,,,,,Feature,,Category,,,,,Subject
1369,,,,11982,70,0.7222469235785044,,,,,,,,,,,Feature,,Category,,,,,Subject
1370,,,,12051,1,0.8547397779186025,,,,,,,,,,,,Feature,Category,,,,,Subject
1371,,,,12047,5,4.267195248522409,,,,,,,,,,,,Feature,Category,,,,,Subject
1372,,,,12042,10,8.471855088215111,,,,,,,,,,,,Feature,Category,,,,,Subject
1373,,,,12037,15,11.78328945717671,,,,,,,,,,,,Feature,Category,,,,,Subject
1374,,,,12032,20,13.111702734006771,,,,,,,,,,,,Feature,Category,,,,,Subject
1375,,,,12022,30,13.525800163416697,,,,,,,,,,,,Feature,Category,,,,,Subject
1376,,,,12012,40,1.207111388318593,,,,,,,,,,,,Feature,Category,,,,,Subject
1377,,,,12002,50,0.17479860888793985,,,,,,,,,,,,Feature,Category,,,,,Subject
1378,,,,11992,60,0.020002023805464744,,,,,,,,,,,,Feature,Category,,,,,Subject
1379,,,,11982,70,0.003753403990031899,,,,,,,,,,,,Feature,Category,,,,,Subject
