,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,captain,father,ladies,lord orville,ma'am,mr. branghton,mr. macartney,mr. smith,mrs. beaumont,mrs. mirvan,mrs. selwyn,orville,servant,sir clement
2932,,,,30286,10,9.953908218082969,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,Subject,,,
2933,,,,30281,15,14.077037322910352,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,Subject,,,
2934,,,,30276,20,14.850279939902192,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,Subject,,,
2935,,,,30266,30,14.88541039856979,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,Subject,,,
2936,,,,30256,40,0.06960162578969416,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,Subject,,,
2937,,,,30246,50,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,Subject,,,
2938,,,,30236,60,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,Subject,,,
2939,,,,30226,70,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,Subject,,,
2940,,,,30295,1,0.487399452954679,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,Subject,,,
2941,,,,30291,5,2.4312452124811346,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,Subject,,,
2942,,,,30286,10,4.837984532478833,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,Subject,,,
2943,,,,30281,15,7.119310123323772,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,Subject,,,
2944,,,,30276,20,9.10801185175159,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,Subject,,,
2945,,,,30266,30,11.965231581635132,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,Subject,,,
2946,,,,30256,40,5.469084536960508,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,Subject,,,
2947,,,,30246,50,2.3844295145257672,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,Subject,,,
2948,,,,30236,60,1.0820707559734442,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,Subject,,,
2949,,,,30226,70,0.8062078658204537,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,Subject,,,
2950,,,,30295,1,0.00964270960799439,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,Subject,,,
2951,,,,30291,5,0.04671611172299339,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,Subject,,,
2952,,,,30286,10,0.08998037506409434,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,Subject,,,
2953,,,,30281,15,0.12807049339376128,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,Subject,,,
2954,,,,30276,20,0.16186726872657375,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,Subject,,,
2955,,,,30266,30,0.2193728260208182,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,Subject,,,
2956,,,,30256,40,0.2274521418165809,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,Subject,,,
2957,,,,30246,50,0.22413360358205084,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,Subject,,,
2958,,,,30236,60,0.21959437806053483,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,Subject,,,
2959,,,,30226,70,0.2183011552912786,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,Subject,,,
2960,,,,30295,1,0.3202353533000763,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,Subject,,,
2961,,,,30291,5,1.5988430592520644,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,Subject,,,
2962,,,,30286,10,3.1849821802652722,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,Subject,,,
2963,,,,30281,15,4.732330917106182,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,Subject,,,
2964,,,,30276,20,6.1976011262813815,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,Subject,,,
2965,,,,30266,30,8.768268465815263,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,Subject,,,
2966,,,,30256,40,6.135052264793067,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,Subject,,,
2967,,,,30246,50,3.8615061718616155,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,Subject,,,
2968,,,,30236,60,2.460054560920959,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,Subject,,,
2969,,,,30226,70,2.0466941949781643,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,Subject,,,
2970,,,,30295,1,0.4313200869501893,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,Subject,,,
2971,,,,30291,5,2.155104186781276,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,Subject,,,
2972,,,,30286,10,4.298939460096331,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,Subject,,,
2973,,,,30281,15,6.377742161424262,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,Subject,,,
2974,,,,30276,20,8.305693377576208,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,Subject,,,
2975,,,,30266,30,11.377984152477271,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,Subject,,,
2976,,,,30256,40,5.872813950157149,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,Subject,,,
2977,,,,30246,50,2.5427883042714656,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,Subject,,,
2978,,,,30236,60,1.1138769453170416,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,Subject,,,
2979,,,,30226,70,0.7948697646888723,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,Subject,,,
2980,,,,30295,1,0.5075892156622158,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,Subject,,,
2981,,,,30291,5,2.536253845645394,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,Subject,,,
2982,,,,30286,10,5.053707359408602,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,Subject,,,
2983,,,,30281,15,7.458072659927028,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,Subject,,,
2984,,,,30276,20,9.594324590672837,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,Subject,,,
2985,,,,30266,30,12.541565335816898,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,Subject,,,
2986,,,,30256,40,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,Subject,,,
2987,,,,30246,50,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,Subject,,,
2988,,,,30236,60,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,Subject,,,
2989,,,,30226,70,0.5741547062850906,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,Subject,,,
2990,,Category,Feature,30295,1,0.044536807851532995,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
2991,,Category,Feature,30291,5,0.20536771336331625,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
2992,,Category,Feature,30286,10,0.3915319003973342,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
2993,,Category,Feature,30281,15,0.5696882162122824,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
2994,,Category,Feature,30276,20,0.7385558952357967,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
2995,,Category,Feature,30266,30,1.0641065479748932,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
2996,,Category,Feature,30256,40,1.154290157725776,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
2997,,Category,Feature,30246,50,1.2053404223198756,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
2998,,Category,Feature,30236,60,1.2380810485183606,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
2999,,Category,Feature,30226,70,1.2470793027917308,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3000,,,,30295,1,0.487399452954679,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3001,,,,30291,5,2.4312452124811346,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3002,,,,30286,10,4.837984532478833,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3003,,,,30281,15,7.119310123323772,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3004,,,,30276,20,9.10801185175159,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3005,,,,30266,30,11.965231581635132,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3006,,,,30256,40,5.469084536960508,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3007,,,,30246,50,2.3844295145257672,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3008,,,,30236,60,1.0820707559734442,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3009,,,,30226,70,0.8062078658204537,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3010,,,,30295,1,0.5235068752983036,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3011,,,,30291,5,2.614568503890227,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3012,,,,30286,10,5.207099164672604,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3013,,,,30281,15,7.679676049738743,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3014,,,,30276,20,9.827293881518672,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3015,,,,30266,30,12.75473613986051,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3016,,,,30256,40,4.9426715358597395,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3017,,,,30246,50,1.7175742578120254,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3018,,,,30236,60,0.6011654512351,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3019,,,,30226,70,0.4051284083448804,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3020,,,,30295,1,0.010648655827914877,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3021,,,,30291,5,0.05127259244542357,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3022,,,,30286,10,0.0948694933819537,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3023,,,,30281,15,0.13328699029215407,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3024,,,,30276,20,0.16860636247697586,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3025,,,,30266,30,0.23455591525527758,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3026,,,,30256,40,0.24637871567047928,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3027,,,,30246,50,0.24545760126400726,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3028,,,,30236,60,0.24176582898197765,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3029,,,,30226,70,0.24017496279386452,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3030,,,,30295,1,0.5029501760887697,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3031,,,,30291,5,2.5128406680404036,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3032,,,,30286,10,5.006414849944445,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3033,,,,30281,15,7.3830234144837155,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3034,,,,30276,20,9.476208716924186,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3035,,,,30266,30,12.437413904984465,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3036,,,,30256,40,5.1568629578916205,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3037,,,,30246,50,1.9251394203741132,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3038,,,,30236,60,0.7546041653344805,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3039,,,,30226,70,0.5373727201540087,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3040,,,,30295,1,0.39379626567138337,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3041,,,,30291,5,1.9652643545873938,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3042,,,,30286,10,3.909468858018468,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3043,,,,30281,15,5.777107875464906,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3044,,,,30276,20,7.482463203763689,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3045,,,,30266,30,10.23781916056777,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3046,,,,30256,40,5.968573696949371,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3047,,,,30246,50,3.2372940892976776,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3048,,,,30236,60,1.835672544723271,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3049,,,,30226,70,1.4872346638843457,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3050,,,,30295,1,0.3202353533000763,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3051,,,,30291,5,1.5988430592520644,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3052,,,,30286,10,3.1849821802652722,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3053,,,,30281,15,4.732330917106182,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3054,,,,30276,20,6.1976011262813815,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3055,,,,30266,30,8.768268465815263,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3056,,,,30256,40,6.135052264793067,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3057,,,,30246,50,3.8615061718616155,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3058,,,,30236,60,2.460054560920959,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3059,,,,30226,70,2.0466941949781643,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3060,,,,30295,1,0.7823674313046262,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3061,,,,30291,5,3.9107880128738857,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3062,,,,30286,10,7.792591408137886,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3063,,,,30281,15,11.322003763168924,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3064,,,,30276,20,13.628140133683946,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3065,,,,30266,30,14.825238640181446,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3066,,,,30256,40,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3067,,,,30246,50,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3068,,,,30236,60,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3069,,,,30226,70,0.011342540208705662,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3070,,,,30295,1,0.5028510923460341,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3071,,,,30291,5,2.512395951895087,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3072,,,,30286,10,5.005683533486336,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3073,,,,30281,15,7.382233403026253,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3074,,,,30276,20,9.475341333377532,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3075,,,,30266,30,12.436182946834357,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3076,,,,30256,40,5.1568629578916205,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3077,,,,30246,50,1.9251394203741132,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3078,,,,30236,60,0.7546041653344805,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3079,,,,30226,70,0.5373727201540087,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3080,,,,30295,1,0.07838734817845171,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,
3081,,,,30291,5,0.34249850804988585,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,
3082,,,,30286,10,0.6384933590643428,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,
3083,,,,30281,15,0.9072384664876224,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,
3084,,,,30276,20,1.1580242526434612,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,
3085,,,,30266,30,1.6152284616583934,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,
3086,,,,30256,40,1.5928436775331367,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,
3087,,,,30246,50,1.5848894272481497,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,
3088,,,,30236,60,1.6003036632913157,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,
3089,,,,30226,70,1.6107756289849706,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,
3090,,,,30295,1,0.9985048621506885,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
3091,,,,30291,5,4.989756502346184,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
3092,,,,30286,10,9.953908218082969,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
3093,,,,30281,15,14.077037322910352,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
3094,,,,30276,20,14.850279939902192,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
3095,,,,30266,30,14.88541039856979,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
3096,,,,30256,40,0.06960162578969416,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
3097,,,,30246,50,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
3098,,,,30236,60,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
3099,,,,30226,70,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
3100,,,,30295,1,0.4313200869501893,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
3101,,,,30291,5,2.155104186781276,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
3102,,,,30286,10,4.298939460096331,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
3103,,,,30281,15,6.377742161424262,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
3104,,,,30276,20,8.305693377576208,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
3105,,,,30266,30,11.377984152477271,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
3106,,,,30256,40,5.872813950157149,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
3107,,,,30246,50,2.5427883042714656,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
3108,,,,30236,60,1.1138769453170416,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
3109,,,,30226,70,0.7948697646888723,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
3110,,,,30295,1,0.9985048621506885,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3111,,,,30291,5,4.989756502346184,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3112,,,,30286,10,9.953908218082969,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3113,,,,30281,15,14.077037322910352,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3114,,,,30276,20,14.850279939902192,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3115,,,,30266,30,14.88541039856979,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3116,,,,30256,40,0.06960162578969416,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3117,,,,30246,50,0.0,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3118,,,,30236,60,0.0,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3119,,,,30226,70,0.0,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3120,,,,30295,1,0.7823674313046262,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3121,,,,30291,5,3.9107880128738857,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3122,,,,30286,10,7.792591408137886,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3123,,,,30281,15,11.322003763168924,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3124,,,,30276,20,13.628140133683946,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3125,,,,30266,30,14.825238640181446,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3126,,,,30256,40,0.0,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3127,,,,30246,50,0.0,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3128,,,,30236,60,0.0,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3129,,,,30226,70,0.011342540208705662,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3130,,,,30295,1,0.3202353533000763,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3131,,,,30291,5,1.5988430592520644,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3132,,,,30286,10,3.1849821802652722,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3133,,,,30281,15,4.732330917106182,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3134,,,,30276,20,6.1976011262813815,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3135,,,,30266,30,8.768268465815263,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3136,,,,30256,40,6.135052264793067,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3137,,,,30246,50,3.8615061718616155,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3138,,,,30236,60,2.460054560920959,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3139,,,,30226,70,2.0466941949781643,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3140,,,,30295,1,0.487399452954679,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3141,,,,30291,5,2.4312452124811346,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3142,,,,30286,10,4.837984532478833,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3143,,,,30281,15,7.119310123323772,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3144,,,,30276,20,9.10801185175159,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3145,,,,30266,30,11.965231581635132,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3146,,,,30256,40,5.469084536960508,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3147,,,,30246,50,2.3844295145257672,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3148,,,,30236,60,1.0820707559734442,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3149,,,,30226,70,0.8062078658204537,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,
3150,,,,30295,1,0.5235068752983036,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,
3151,,,,30291,5,2.614568503890227,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,
3152,,,,30286,10,5.207099164672604,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,
3153,,,,30281,15,7.679676049738743,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,
3154,,,,30276,20,9.827293881518672,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,
3155,,,,30266,30,12.75473613986051,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,
3156,,,,30256,40,4.9426715358597395,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,
3157,,,,30246,50,1.7175742578120254,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,
3158,,,,30236,60,0.6011654512351,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,
3159,,,,30226,70,0.4051284083448804,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,
3160,,,,30295,1,0.487399452954679,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,
3161,,,,30291,5,2.4312452124811346,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,
3162,,,,30286,10,4.837984532478833,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,
3163,,,,30281,15,7.119310123323772,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,
3164,,,,30276,20,9.10801185175159,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,
3165,,,,30266,30,11.965231581635132,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,
3166,,,,30256,40,5.469084536960508,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,
3167,,,,30246,50,2.3844295145257672,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,
3168,,,,30236,60,1.0820707559734442,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,
3169,,,,30226,70,0.8062078658204537,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,
3170,,,,30295,1,0.5235068752983036,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,
3171,,,,30291,5,2.614568503890227,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,
3172,,,,30286,10,5.207099164672604,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,
3173,,,,30281,15,7.679676049738743,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,
3174,,,,30276,20,9.827293881518672,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,
3175,,,,30266,30,12.75473613986051,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,
3176,,,,30256,40,4.9426715358597395,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,
3177,,,,30246,50,1.7175742578120254,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,
3178,,,,30236,60,0.6011654512351,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,
3179,,,,30226,70,0.4051284083448804,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,
3180,,,,30295,1,0.6102325365781578,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,
3181,,,,30291,5,3.048740513398365,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,
