,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,annette,bertrand,blanche,dorothee,ludovico,madame cheron,madame montoni,signor,st. aubert,ugo
267,,,,50870,50,3.89115447285799,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
268,,,,50860,60,2.4911690395709862,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
269,,,,50850,70,2.092966492475179,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
270,,,,50919,1,0.004109549619739996,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
271,,,,50915,5,0.02030095612849994,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
272,,,,50910,10,0.04022440574577622,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
273,,,,50905,15,0.06014631879491131,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
274,,,,50900,20,0.08006858016573248,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
275,,,,50890,30,0.11953305944113471,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
276,,,,50880,40,0.14760549073668852,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
277,,,,50870,50,0.1686295069030656,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
278,,,,50860,60,0.18750859828406832,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
279,,,,50850,70,0.19497547260091638,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
280,,,,50919,1,0.05983064636957975,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
281,,,,50915,5,0.26628854834509824,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
282,,,,50910,10,0.495410233005216,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
283,,,,50905,15,0.7026577870596021,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
284,,,,50900,20,0.894315091496771,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
285,,,,50890,30,1.2506394861315624,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
286,,,,50880,40,1.2485657896037683,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
287,,,,50870,50,1.260818386134858,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
288,,,,50860,60,1.278881460179226,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
289,,,,50850,70,1.2907327546490317,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
290,,,,50919,1,0.010438191909588342,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
291,,,,50915,5,0.05212046879088638,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
292,,,,50910,10,0.1039706846321259,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
293,,,,50905,15,0.1556096083636372,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
294,,,,50900,20,0.20709810922989041,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
295,,,,50890,30,0.308764217494488,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
296,,,,50880,40,0.3790509549329582,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
297,,,,50870,50,0.42620721300535386,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
298,,,,50860,60,0.4643308391990259,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
299,,,,50850,70,0.47816864414280574,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
300,,,,50919,1,0.008828640195842239,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,
301,,,,50915,5,0.044064934839879895,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,
302,,,,50910,10,0.08690948374178033,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,
303,,,,50905,15,0.12946663092279934,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,
304,,,,50900,20,0.17191807560623945,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,
305,,,,50890,30,0.2557152765643742,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,
306,,,,50880,40,0.3096673793751175,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,
307,,,,50870,50,0.34513051461506367,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,
308,,,,50860,60,0.3752676534645159,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,
309,,,,50850,70,0.387000303812101,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,
310,,,,50919,1,0.009032259262273691,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,
311,,,,50915,5,0.04263189011385986,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,
312,,,,50910,10,0.08389548018742315,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,
313,,,,50905,15,0.12514788271114122,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,
314,,,,50900,20,0.16639309700642502,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,
315,,,,50890,30,0.24865515977015937,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,
316,,,,50880,40,0.30208060710716783,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,
317,,,,50870,50,0.3404674876605646,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,
318,,,,50860,60,0.37389065102636854,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,
319,,,,50850,70,0.38720008374075215,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,
320,,,,50919,1,0.5927306281686766,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,
321,,,,50915,5,2.9576144657730596,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,
322,,,,50910,10,5.897769684140327,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,
323,,,,50905,15,8.695629135336532,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,
324,,,,50900,20,11.060017701449231,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,
325,,,,50890,30,13.984654965303024,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,
326,,,,50880,40,4.429899900059247,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,
327,,,,50870,50,1.3901967480701112,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,
328,,,,50860,60,0.4763334499554046,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,
329,,,,50850,70,0.321675062924678,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,
330,,,,50919,1,0.012587837167161456,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,
331,,,,50915,5,0.0615821814406401,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,
332,,,,50910,10,0.12087997408550222,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,
333,,,,50905,15,0.17831243598323593,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,
334,,,,50900,20,0.23490782739644558,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,
335,,,,50890,30,0.34754875338350305,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,
336,,,,50880,40,0.4110287477210963,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,
337,,,,50870,50,0.4538778409204741,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,
338,,,,50860,60,0.4886844255424869,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,
339,,,,50850,70,0.5015805559480265,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,
340,,,,50919,1,0.06456523011450022,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,
341,,,,50915,5,0.2845465149811795,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,
342,,,,50910,10,0.5264592466871199,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,
343,,,,50905,15,0.7414977964857404,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,
344,,,,50900,20,0.9404890253782311,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,
345,,,,50890,30,1.3088227687229232,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,
346,,,,50880,40,1.2936539118718635,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,
347,,,,50870,50,1.3007676828126162,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,
348,,,,50860,60,1.321090022958512,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,
349,,,,50850,70,1.332801274279058,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,
350,,,,50919,1,0.47043201980720106,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,
351,,,,50915,5,2.347162344095973,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,
352,,,,50910,10,4.677776711895689,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,
353,,,,50905,15,6.922110846171082,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,
354,,,,50900,20,8.94415883162379,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,
355,,,,50890,30,12.041771682279572,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,
356,,,,50880,40,5.679437941217093,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,
357,,,,50870,50,2.484766602341368,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,
358,,,,50860,60,1.1726414703037369,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,
359,,,,50850,70,0.8750270313903563,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,
360,,,,50919,1,0.6207477697106032,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,
361,,,,50915,5,3.102416745449759,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,
362,,,,50910,10,6.188848244722429,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,
363,,,,50905,15,9.135977775860104,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,
364,,,,50900,20,11.620696890414486,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,
365,,,,50890,30,14.498106853160968,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,
366,,,,50880,40,3.8217733909380494,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,
367,,,,50870,50,0.8796184401107705,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,
368,,,,50860,60,0.2584048483405221,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,
369,,,,50850,70,0.16197734807819775,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,
370,,,,50919,1,0.9999574653763675,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,
371,,,,50915,5,4.996174850685969,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,
372,,,,50910,10,9.975709914840396,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,
373,,,,50905,15,14.445448125852229,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,
374,,,,50900,20,15.585884616390485,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,
375,,,,50890,30,15.635094570857227,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,
376,,,,50880,40,0.0573867632507776,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,
377,,,,50870,50,0.0,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,
378,,,,50860,60,0.0,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,
379,,,,50850,70,0.0,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,
380,,,,50919,1,0.33201663452013447,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,
381,,,,50915,5,1.6557383341678305,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,
382,,,,50910,10,3.2987116655614157,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,
383,,,,50905,15,4.89947187935832,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,
384,,,,50900,20,6.420507817642522,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,
385,,,,50890,30,9.07615551168005,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,
386,,,,50880,40,6.152198473529956,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,
387,,,,50870,50,3.89115447285799,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,
388,,,,50860,60,2.4911690395709862,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,
389,,,,50850,70,2.092966492475179,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,
390,,,,50919,1,0.7818473355803452,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,
391,,,,50915,5,3.908587363586488,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,
392,,,,50910,10,7.801281140725888,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,
393,,,,50905,15,11.434090050781986,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,
394,,,,50900,20,13.953192701482209,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,
395,,,,50890,30,15.496485371542363,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,
396,,,,50880,40,0.0,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,
397,,,,50870,50,0.0,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,
398,,,,50860,60,0.0,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,
399,,,,50850,70,0.0083954279702993,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,
400,,,,50919,1,0.5927812974034158,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,
401,,,,50915,5,2.9578870669446244,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,
402,,,,50910,10,5.898300004519057,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,
403,,,,50905,15,8.696469828899847,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,
404,,,,50900,20,11.06130944908813,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,
405,,,,50890,30,13.985036753476873,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,
406,,,,50880,40,4.429332847630018,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,
407,,,,50870,50,1.3901967480701112,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,
408,,,,50860,60,0.4763334499554046,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,
409,,,,50850,70,0.321675062924678,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,
410,,,,50919,1,0.5147760462728886,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,
411,,,,50915,5,2.56520306722158,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,
412,,,,50910,10,5.1029905142418555,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,
413,,,,50905,15,7.509754933866527,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,
414,,,,50900,20,9.577285021624999,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,
415,,,,50890,30,12.486489844784554,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,
416,,,,50880,40,5.279216076631367,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,
417,,,,50870,50,2.278524067263607,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,
418,,,,50860,60,1.0561704175120663,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,
419,,,,50850,70,0.7726551521051318,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,
420,,,,50919,1,0.5888664635470652,,,,,,,,,Feature,,,,Category,Subject,,,,,,,,,,
421,,,,50915,5,2.9391641941297215,,,,,,,,,Feature,,,,Category,Subject,,,,,,,,,,
422,,,,50910,10,5.8591772456392395,,,,,,,,,Feature,,,,Category,Subject,,,,,,,,,,
423,,,,50905,15,8.635200080715821,,,,,,,,,Feature,,,,Category,Subject,,,,,,,,,,
424,,,,50900,20,10.99104172459978,,,,,,,,,Feature,,,,Category,Subject,,,,,,,,,,
425,,,,50890,30,13.945837027600053,,,,,,,,,Feature,,,,Category,Subject,,,,,,,,,,
426,,,,50880,40,4.456001670841873,,,,,,,,,Feature,,,,Category,Subject,,,,,,,,,,
427,,,,50870,50,1.3278940032888322,,,,,,,,,Feature,,,,Category,Subject,,,,,,,,,,
428,,,,50860,60,0.44557248415196044,,,,,,,,,Feature,,,,Category,Subject,,,,,,,,,,
429,,,,50850,70,0.2945503600255296,,,,,,,,,Feature,,,,Category,Subject,,,,,,,,,,
430,,,,50919,1,0.4519003757318133,,,,,,,,,,Feature,,,Category,Subject,,,,,,,,,,
431,,,,50915,5,2.258688883982346,,,,,,,,,,Feature,,,Category,Subject,,,,,,,,,,
432,,,,50910,10,4.507641757611526,,,,,,,,,,Feature,,,Category,Subject,,,,,,,,,,
433,,,,50905,15,6.701251170505348,,,,,,,,,,Feature,,,Category,Subject,,,,,,,,,,
434,,,,50900,20,8.743521684283932,,,,,,,,,,Feature,,,Category,Subject,,,,,,,,,,
435,,,,50890,30,12.010835602600075,,,,,,,,,,Feature,,,Category,Subject,,,,,,,,,,
436,,,,50880,40,5.782702070686058,,,,,,,,,,Feature,,,Category,Subject,,,,,,,,,,
437,,,,50870,50,2.407368367887981,,,,,,,,,,Feature,,,Category,Subject,,,,,,,,,,
438,,,,50860,60,1.014427965661952,,,,,,,,,,Feature,,,Category,Subject,,,,,,,,,,
439,,,,50850,70,0.7249360849911856,,,,,,,,,,Feature,,,Category,Subject,,,,,,,,,,
440,,,,50919,1,0.6473479287354367,,,,,,,,,,,Feature,,Category,Subject,,,,,,,,,,
441,,,,50915,5,3.233599366849294,,,,,,,,,,,Feature,,Category,Subject,,,,,,,,,,
442,,,,50910,10,6.447170488947796,,,,,,,,,,,Feature,,Category,Subject,,,,,,,,,,
443,,,,50905,15,9.483314945214904,,,,,,,,,,,Feature,,Category,Subject,,,,,,,,,,
444,,,,50900,20,11.927941841741033,,,,,,,,,,,Feature,,Category,Subject,,,,,,,,,,
445,,,,50890,30,14.568210575707946,,,,,,,,,,,Feature,,Category,Subject,,,,,,,,,,
446,,,,50880,40,3.6323864569012008,,,,,,,,,,,Feature,,Category,Subject,,,,,,,,,,
447,,,,50870,50,0.9470721541030572,,,,,,,,,,,Feature,,Category,Subject,,,,,,,,,,
448,,,,50860,60,0.24673334761086757,,,,,,,,,,,Feature,,Category,Subject,,,,,,,,,,
449,,,,50850,70,0.14662643875036407,,,,,,,,,,,Feature,,Category,Subject,,,,,,,,,,
450,,,,50919,1,0.5069784889041505,,,,,,,,,,,,Feature,Category,Subject,,,,,,,,,,
451,,,,50915,5,2.5330505038467233,,,,,,,,,,,,Feature,Category,Subject,,,,,,,,,,
452,,,,50910,10,5.053368176383245,,,,,,,,,,,,Feature,Category,Subject,,,,,,,,,,
453,,,,50905,15,7.490143204759192,,,,,,,,,,,,Feature,Category,Subject,,,,,,,,,,
454,,,,50900,20,9.695397198889573,,,,,,,,,,,,Feature,Category,Subject,,,,,,,,,,
455,,,,50890,30,12.868917273934505,,,,,,,,,,,,Feature,Category,Subject,,,,,,,,,,
456,,,,50880,40,0.0,,,,,,,,,,,,Feature,Category,Subject,,,,,,,,,,
457,,,,50870,50,0.0,,,,,,,,,,,,Feature,Category,Subject,,,,,,,,,,
458,,,,50860,60,0.0,,,,,,,,,,,,Feature,Category,Subject,,,,,,,,,,
459,,,,50850,70,0.618522628033966,,,,,,,,,,,,Feature,Category,Subject,,,,,,,,,,
460,,Category,Feature,50919,1,0.9999574653763675,,,,,,,,,,,,,,,Subject,,,,,,,,,
461,,Category,Feature,50915,5,4.996174850685969,,,,,,,,,,,,,,,Subject,,,,,,,,,
462,,Category,Feature,50910,10,9.975709914840396,,,,,,,,,,,,,,,Subject,,,,,,,,,
463,,Category,Feature,50905,15,14.445448125852229,,,,,,,,,,,,,,,Subject,,,,,,,,,
464,,Category,Feature,50900,20,15.585884616390485,,,,,,,,,,,,,,,Subject,,,,,,,,,
465,,Category,Feature,50890,30,15.635094570857227,,,,,,,,,,,,,,,Subject,,,,,,,,,
466,,Category,Feature,50880,40,0.0573867632507776,,,,,,,,,,,,,,,Subject,,,,,,,,,
467,,Category,Feature,50870,50,0.0,,,,,,,,,,,,,,,Subject,,,,,,,,,
468,,Category,Feature,50860,60,0.0,,,,,,,,,,,,,,,Subject,,,,,,,,,
469,,Category,Feature,50850,70,0.0,,,,,,,,,,,,,,,Subject,,,,,,,,,
470,,,,50919,1,0.009235151201504244,Category,Feature,,,,,,,,,,,,,Subject,,,,,,,,,
471,,,,50915,5,0.045594271143567885,Category,Feature,,,,,,,,,,,,,Subject,,,,,,,,,
472,,,,50910,10,0.09057037175903507,Category,Feature,,,,,,,,,,,,,Subject,,,,,,,,,
473,,,,50905,15,0.13445569549566547,Category,Feature,,,,,,,,,,,,,Subject,,,,,,,,,
474,,,,50900,20,0.17763208291733554,Category,Feature,,,,,,,,,,,,,Subject,,,,,,,,,
475,,,,50890,30,0.26350611285400205,Category,Feature,,,,,,,,,,,,,Subject,,,,,,,,,
476,,,,50880,40,0.317514105541563,Category,Feature,,,,,,,,,,,,,Subject,,,,,,,,,
477,,,,50870,50,0.35406826530743424,Category,Feature,,,,,,,,,,,,,Subject,,,,,,,,,
478,,,,50860,60,0.38514811244470376,Category,Feature,,,,,,,,,,,,,Subject,,,,,,,,,
479,,,,50850,70,0.397113387594068,Category,Feature,,,,,,,,,,,,,Subject,,,,,,,,,
480,,,,50919,1,0.33201663452013447,Category,,Feature,,,,,,,,,,,,Subject,,,,,,,,,
481,,,,50915,5,1.6557383341678305,Category,,Feature,,,,,,,,,,,,Subject,,,,,,,,,
482,,,,50910,10,3.2987116655614157,Category,,Feature,,,,,,,,,,,,Subject,,,,,,,,,
483,,,,50905,15,4.89947187935832,Category,,Feature,,,,,,,,,,,,Subject,,,,,,,,,
484,,,,50900,20,6.420507817642522,Category,,Feature,,,,,,,,,,,,Subject,,,,,,,,,
485,,,,50890,30,9.07615551168005,Category,,Feature,,,,,,,,,,,,Subject,,,,,,,,,
486,,,,50880,40,6.152198473529956,Category,,Feature,,,,,,,,,,,,Subject,,,,,,,,,
487,,,,50870,50,3.89115447285799,Category,,Feature,,,,,,,,,,,,Subject,,,,,,,,,
488,,,,50860,60,2.4911690395709862,Category,,Feature,,,,,,,,,,,,Subject,,,,,,,,,
489,,,,50850,70,2.092966492475179,Category,,Feature,,,,,,,,,,,,Subject,,,,,,,,,
490,,,,50919,1,0.7818473355803452,Category,,,Feature,,,,,,,,,,,Subject,,,,,,,,,
491,,,,50915,5,3.908587363586488,Category,,,Feature,,,,,,,,,,,Subject,,,,,,,,,
492,,,,50910,10,7.801281140725888,Category,,,Feature,,,,,,,,,,,Subject,,,,,,,,,
493,,,,50905,15,11.434090050781986,Category,,,Feature,,,,,,,,,,,Subject,,,,,,,,,
494,,,,50900,20,13.953192701482209,Category,,,Feature,,,,,,,,,,,Subject,,,,,,,,,
495,,,,50890,30,15.496485371542363,Category,,,Feature,,,,,,,,,,,Subject,,,,,,,,,
496,,,,50880,40,0.0,Category,,,Feature,,,,,,,,,,,Subject,,,,,,,,,
497,,,,50870,50,0.0,Category,,,Feature,,,,,,,,,,,Subject,,,,,,,,,
498,,,,50860,60,0.0,Category,,,Feature,,,,,,,,,,,Subject,,,,,,,,,
499,,,,50850,70,0.0083954279702993,Category,,,Feature,,,,,,,,,,,Subject,,,,,,,,,
500,,,,50919,1,0.0056709409930274035,Category,,,,Feature,,,,,,,,,,Subject,,,,,,,,,
501,,,,50915,5,0.02835372985885324,Category,,,,Feature,,,,,,,,,,Subject,,,,,,,,,
502,,,,50910,10,0.05670501014743288,Category,,,,Feature,,,,,,,,,,Subject,,,,,,,,,
503,,,,50905,15,0.0850538211231876,Category,,,,Feature,,,,,,,,,,Subject,,,,,,,,,
504,,,,50900,20,0.11340014294550468,Category,,,,Feature,,,,,,,,,,Subject,,,,,,,,,
505,,,,50890,30,0.1693637035264064,Category,,,,Feature,,,,,,,,,,Subject,,,,,,,,,
506,,,,50880,40,0.20744113977120474,Category,,,,Feature,,,,,,,,,,Subject,,,,,,,,,
507,,,,50870,50,0.22968073909842537,Category,,,,Feature,,,,,,,,,,Subject,,,,,,,,,
508,,,,50860,60,0.24650026818249668,Category,,,,Feature,,,,,,,,,,Subject,,,,,,,,,
509,,,,50850,70,0.2526490250084521,Category,,,,Feature,,,,,,,,,,Subject,,,,,,,,,
510,,,,50919,1,0.07244904958335865,Category,,,,,Feature,,,,,,,,,Subject,,,,,,,,,
511,,,,50915,5,0.2986565378142288,Category,,,,,Feature,,,,,,,,,Subject,,,,,,,,,
512,,,,50910,10,0.5212185450009778,Category,,,,,Feature,,,,,,,,,Subject,,,,,,,,,
513,,,,50905,15,0.6907684872639878,Category,,,,,Feature,,,,,,,,,Subject,,,,,,,,,
514,,,,50900,20,0.8159774518514427,Category,,,,,Feature,,,,,,,,,Subject,,,,,,,,,
515,,,,50890,30,0.9963805532046014,Category,,,,,Feature,,,,,,,,,Subject,,,,,,,,,
516,,,,50880,40,0.76344107922773,Category,,,,,Feature,,,,,,,,,Subject,,,,,,,,,
517,,,,50870,50,0.7113898084162246,Category,,,,,Feature,,,,,,,,,Subject,,,,,,,,,
518,,,,50860,60,0.7047967076520582,Category,,,,,Feature,,,,,,,,,Subject,,,,,,,,,
519,,,,50850,70,0.7027653952939635,Category,,,,,Feature,,,,,,,,,Subject,,,,,,,,,
520,,,,50919,1,0.015979393450795333,Category,,,,,,Feature,,,,,,,,Subject,,,,,,,,,
521,,,,50915,5,0.07665435694910602,Category,,,,,,Feature,,,,,,,,Subject,,,,,,,,,
522,,,,50910,10,0.15024398336585765,Category,,,,,,Feature,,,,,,,,Subject,,,,,,,,,
523,,,,50905,15,0.220309395058705,Category,,,,,,Feature,,,,,,,,Subject,,,,,,,,,
524,,,,50900,20,0.2879637622901761,Category,,,,,,Feature,,,,,,,,Subject,,,,,,,,,
525,,,,50890,30,0.4105270375809166,Category,,,,,,Feature,,,,,,,,Subject,,,,,,,,,
526,,,,50880,40,0.43446247908201785,Category,,,,,,Feature,,,,,,,,Subject,,,,,,,,,
527,,,,50870,50,0.43018771946463524,Category,,,,,,Feature,,,,,,,,Subject,,,,,,,,,
528,,,,50860,60,0.4303358075579867,Category,,,,,,Feature,,,,,,,,Subject,,,,,,,,,
529,,,,50850,70,0.43534696851478816,Category,,,,,,Feature,,,,,,,,Subject,,,,,,,,,
530,,,,50919,1,0.6473479287354367,Category,,,,,,,Feature,,,,,,,Subject,,,,,,,,,
531,,,,50915,5,3.233599366849294,Category,,,,,,,Feature,,,,,,,Subject,,,,,,,,,
532,,,,50910,10,6.447170488947796,Category,,,,,,,Feature,,,,,,,Subject,,,,,,,,,
533,,,,50905,15,9.483314945214904,Category,,,,,,,Feature,,,,,,,Subject,,,,,,,,,
534,,,,50900,20,11.927941841741033,Category,,,,,,,Feature,,,,,,,Subject,,,,,,,,,
535,,,,50890,30,14.568210575707946,Category,,,,,,,Feature,,,,,,,Subject,,,,,,,,,
536,,,,50880,40,3.6323864569012008,Category,,,,,,,Feature,,,,,,,Subject,,,,,,,,,
537,,,,50870,50,0.9470721541030572,Category,,,,,,,Feature,,,,,,,Subject,,,,,,,,,
538,,,,50860,60,0.24673334761086757,Category,,,,,,,Feature,,,,,,,Subject,,,,,,,,,
539,,,,50850,70,0.14662643875036407,Category,,,,,,,Feature,,,,,,,Subject,,,,,,,,,
540,,,,50919,1,0.01616390967328401,Category,,,,,,,,Feature,,,,,,Subject,,,,,,,,,
541,,,,50915,5,0.07777463038623102,Category,,,,,,,,Feature,,,,,,Subject,,,,,,,,,
